epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,246.726806640625,0.4950813055038452,219.0170440673828,0.4059523940086365
1,194.01446533203125,0.8406347632408142,171.88198852539062,0.4482142925262451
2,151.8536834716797,0.9319254755973816,135.0309600830078,0.455357164144516
3,118.90508270263672,0.9613063335418701,106.11847686767578,0.4660714566707611
4,93.11421203613281,0.9798005819320679,83.4601058959961,0.47678571939468384
5,72.927734375,0.9873425364494324,65.72301483154297,0.49345239996910095
6,57.11772537231445,0.9927858710289001,51.81238555908203,0.48452383279800415
7,44.738441467285156,0.995278000831604,40.90922164916992,0.4863095283508301
8,35.04366683959961,0.9967864155769348,32.37303924560547,0.5047619342803955
9,27.447912216186523,0.9982292056083679,25.658964157104492,0.5369048118591309
10,21.501262664794922,0.9988850355148315,20.42106819152832,0.5375000238418579
11,16.84269142150879,0.9992129802703857,16.311738967895508,0.5458333492279053
12,13.197469711303711,0.9983603954315186,13.088234901428223,0.5636904835700989
13,10.336014747619629,0.9998031854629517,10.534107208251953,0.5880952477455139
14,8.100883483886719,0.9992129802703857,8.579777717590332,0.5755952596664429
15,6.347367763519287,0.9994753003120422,7.015847206115723,0.6053571701049805
16,4.9770708084106445,0.9987539052963257,5.787472248077393,0.598214328289032
17,3.905911684036255,0.9984259605407715,4.872732162475586,0.5898810029029846
18,3.0722286701202393,0.9967208504676819,4.052536487579346,0.5964285731315613
19,2.4199345111846924,0.9957370758056641,3.346877098083496,0.6785714626312256
20,1.8986674547195435,0.9979013204574585,2.8198678493499756,0.6928571462631226
21,1.4953536987304688,0.997639000415802,2.420642137527466,0.7226190567016602
22,1.183266520500183,0.9969175457954407,2.148545503616333,0.7220238447189331
23,0.9371067881584167,0.9961305856704712,1.8249152898788452,0.6910714507102966
24,0.7529758810997009,0.993769645690918,1.541921615600586,0.7446429133415222
25,0.6017856597900391,0.9944910407066345,1.4148141145706177,0.7571429014205933
26,0.48404034972190857,0.9955403208732605,1.638209581375122,0.7255952954292297
27,0.3925706744194031,0.9946221709251404,1.3483365774154663,0.7684524059295654
28,0.3092857003211975,0.9975078105926514,1.220899224281311,0.7595238089561462
29,0.24843807518482208,0.9975733757019043,1.1975668668746948,0.7565476298332214
30,0.20381614565849304,0.9969831705093384,1.0142834186553955,0.7726190686225891
31,0.16852007806301117,0.9967864155769348,1.1175291538238525,0.7660714387893677
32,0.14405444264411926,0.9951468706130981,1.5105124711990356,0.7464286088943481
33,0.12587100267410278,0.9957370758056641,1.0735894441604614,0.7869048118591309
34,0.10723325610160828,0.995278000831604,1.1057592630386353,0.7821428775787354
35,0.08560775220394135,0.9973766207695007,1.036876916885376,0.7714285850524902
36,0.07753147184848785,0.9964584708213806,1.0517631769180298,0.7785714864730835
37,0.06518356502056122,0.9975733757019043,0.9039908051490784,0.7785714864730835
38,0.055482957512140274,0.9975078105926514,0.9840854406356812,0.7702381014823914
39,0.04681560397148132,0.9994096755981445,1.1207642555236816,0.7880952954292297
40,0.04189436510205269,0.998163640499115,1.3012574911117554,0.786309540271759
41,0.038624107837677,0.9982292056083679,1.1529732942581177,0.7827381491661072
42,0.034065164625644684,0.9989506006240845,1.2232167720794678,0.7720238566398621
43,0.0366385392844677,0.9967208504676819,1.478041172027588,0.7613095641136169
44,0.038120087236166,0.9963929057121277,1.1518388986587524,0.7916666865348816
45,0.03887299820780754,0.9966552257537842,1.9174704551696777,0.723809540271759
46,0.030137520283460617,0.998622715473175,0.9762366414070129,0.785714328289032
47,0.026410745456814766,0.998688280582428,0.8547806143760681,0.7970238327980042
48,0.026374857872724533,0.998163640499115,0.8740926384925842,0.8023809790611267
49,0.02372067980468273,0.9984259605407715,1.110473394393921,0.7660714387893677
50,0.02334659732878208,0.9984259605407715,1.2392992973327637,0.761904776096344
51,0.023095475509762764,0.9982292056083679,1.1023508310317993,0.7726190686225891
52,0.020440880209207535,0.9993441104888916,1.163731575012207,0.7625000476837158
53,0.021025944501161575,0.9985571503639221,1.1665245294570923,0.7678571939468384
54,0.01784594915807247,0.9992129802703857,1.0651589632034302,0.7714285850524902
55,0.017796065658330917,0.9988850355148315,1.1561639308929443,0.7601190805435181
56,0.014388611540198326,0.9998031854629517,0.9602999091148376,0.7922619581222534
57,0.013486802577972412,0.9995408654212952,1.2089210748672485,0.7523809671401978
58,0.014899415895342827,0.9992129802703857,1.0711383819580078,0.8023809790611267
59,0.012451248243451118,0.9998031854629517,0.9556652903556824,0.798214316368103
60,0.015514045022428036,0.9982292056083679,1.0482155084609985,0.7946428656578064
61,0.01263440027832985,0.9997376203536987,0.9907635450363159,0.800000011920929
62,0.015730973333120346,0.9988850355148315,1.1138083934783936,0.7964286208152771
63,0.01266532763838768,0.9996720552444458,0.9912150502204895,0.7964286208152771
64,0.011245017871260643,0.9997376203536987,0.9308139085769653,0.7958333492279053
65,0.010730410926043987,0.9997376203536987,0.9524043202400208,0.7892857193946838
66,0.009656311944127083,0.9999999403953552,0.883232831954956,0.8029762506484985
67,0.00917394831776619,0.9999999403953552,0.9064707159996033,0.8011904954910278
68,0.009939286857843399,0.9998031854629517,1.0912359952926636,0.7821428775787354
69,0.009941338561475277,0.9995408654212952,0.926682710647583,0.8077381253242493
70,0.009487093426287174,0.9998687505722046,0.9905543327331543,0.797619104385376
71,0.008848577737808228,0.9999343752861023,0.9358211159706116,0.8029762506484985
72,0.008486798964440823,0.9999343752861023,0.9106808304786682,0.8047619462013245
73,0.008173590525984764,0.9998687505722046,0.9023982286453247,0.8041666746139526
74,0.009117123670876026,0.9996064305305481,0.9277119040489197,0.8047619462013245
75,0.008357950486242771,0.9997376203536987,0.9570439457893372,0.8053571581840515
76,0.011666152626276016,0.9982948303222656,1.2526569366455078,0.7946428656578064
77,0.010516701266169548,0.9997376203536987,1.045283317565918,0.8148809671401978
78,0.00996860396116972,0.9996720552444458,0.9142443537712097,0.8208333849906921
79,0.008909742347896099,0.9999343752861023,0.9873397350311279,0.8065476417541504
80,0.008151471614837646,0.9999343752861023,0.9417162537574768,0.8077381253242493
81,0.008523049764335155,0.9997376203536987,0.9490355849266052,0.810119092464447
82,0.00785745494067669,0.9999343752861023,0.9238613843917847,0.8077381253242493
83,0.009592477232217789,0.9989506006240845,0.9583830833435059,0.8017857670783997
84,0.010735646821558475,0.9994096755981445,1.0299811363220215,0.8107143044471741
85,0.008641465567052364,0.9999999403953552,0.9235396385192871,0.8190476298332214
86,0.007932387292385101,0.9999999403953552,0.9090192914009094,0.8107143044471741
87,0.007657475303858519,0.9999999403953552,0.8665639758110046,0.8077381253242493
88,0.007114131934940815,0.9999343752861023,0.8610599637031555,0.8178571462631226
89,0.006872124038636684,0.9999999403953552,0.8534983396530151,0.8196429014205933
90,0.006662609055638313,0.9999999403953552,0.8378576040267944,0.822023868560791
91,0.006527493707835674,0.9999999403953552,0.8350186347961426,0.8226190805435181
92,0.006368645466864109,0.9999999403953552,0.8321929574012756,0.8255952596664429
93,0.006143978796899319,0.9999999403953552,0.8319094777107239,0.8255952596664429
94,0.006169247440993786,0.9999999403953552,0.8200500011444092,0.8214285969734192
95,0.006818836089223623,0.9997376203536987,0.9066892862319946,0.8160714507102966
96,0.00646160077303648,0.9998687505722046,0.8720721006393433,0.8214285969734192
97,0.0065579102374613285,0.9998687505722046,0.8879184722900391,0.8136904835700989
98,0.006385865621268749,0.9999343752861023,0.8855243921279907,0.8136904835700989
99,0.006625358946621418,0.9998687505722046,0.858182430267334,0.8303571939468384
100,0.006503571290522814,0.9998031854629517,0.9314977526664734,0.8214285969734192
101,0.006139160133898258,0.9999999403953552,0.8754945397377014,0.8178571462631226
102,0.006301510147750378,0.9999999403953552,0.8611832857131958,0.8166667222976685
103,0.006122136022895575,0.9999999403953552,0.8734689950942993,0.8154762387275696
104,0.005945463199168444,0.9999999403953552,0.8324096202850342,0.8196429014205933
105,0.006198255345225334,0.9998031854629517,0.9040273427963257,0.8154762387275696
106,0.006574953440576792,0.9998031854629517,0.8739084005355835,0.8321428894996643
107,0.0061363340355455875,0.9999999403953552,0.8558124899864197,0.8226190805435181
108,0.006014870945364237,0.9999343752861023,0.8407551646232605,0.8238095641136169
109,0.007074420340359211,0.9995408654212952,1.016040563583374,0.8047619462013245
110,0.008127531036734581,0.9992129802703857,1.0928453207015991,0.800000011920929
111,0.008018878288567066,0.9994096755981445,1.2080020904541016,0.7809523940086365
112,0.006826366297900677,0.9999343752861023,0.9670548439025879,0.8083333373069763
